,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1431,2008,1,3,4,1404.0,1350,1810.0,1810,WN,2703,N734SA,186.0,200.0,173.0,0.0,14.0,PHX,MDW,1444,6.0,7.0,0,N,0,,,,,
1433,2008,1,3,4,1157.0,1145,1841.0,1830,WN,3598,N790SW,284.0,285.0,258.0,11.0,12.0,PHX,MHT,2279,3.0,23.0,0,N,0,,,,,
1435,2008,1,3,4,1813.0,1715,1928.0,1820,WN,357,N682SW,135.0,125.0,117.0,68.0,58.0,PHX,OAK,646,3.0,15.0,0,N,0,0.0,0.0,10.0,0.0,58.0
1438,2008,1,3,4,1943.0,1905,2047.0,2005,WN,2336,N487WN,124.0,120.0,110.0,42.0,38.0,PHX,OAK,646,4.0,10.0,0,N,0,18.0,0.0,4.0,0.0,20.0
1439,2008,1,3,4,943.0,925,1048.0,1035,WN,2646,N647SW,125.0,130.0,110.0,13.0,18.0,PHX,OAK,646,5.0,10.0,0,N,0,,,,,
1440,2008,1,3,4,1502.0,1455,1615.0,1600,WN,3240,N282WN,133.0,125.0,114.0,15.0,7.0,PHX,OAK,646,5.0,14.0,0,N,0,7.0,0.0,8.0,0.0,0.0
1441,2008,1,3,4,2249.0,2150,2357.0,2250,WN,3492,N772SW,128.0,120.0,108.0,67.0,59.0,PHX,OAK,646,6.0,14.0,0,N,0,26.0,0.0,8.0,0.0,33.0
1443,2008,1,3,4,2144.0,2025,32.0,2330,WN,282,N338SW,108.0,125.0,99.0,62.0,79.0,PHX,OKC,833,3.0,6.0,0,N,0,0.0,0.0,0.0,0.0,62.0
1445,2008,1,3,4,1654.0,1515,2009.0,1840,WN,316,N797MX,135.0,145.0,120.0,89.0,99.0,PHX,OMA,1037,2.0,13.0,0,N,0,6.0,0.0,0.0,0.0,83.0
1446,2008,1,3,4,2059.0,2015,10.0,2340,WN,559,N603SW,131.0,145.0,121.0,30.0,44.0,PHX,OMA,1037,2.0,8.0,0,N,0,16.0,0.0,0.0,0.0,14.0
1447,2008,1,3,4,734.0,715,1056.0,1045,WN,1333,N334SW,142.0,150.0,128.0,11.0,19.0,PHX,OMA,1037,3.0,11.0,0,N,0,,,,,
1449,2008,1,3,4,1636.0,1550,1648.0,1555,WN,508,N455WN,72.0,65.0,54.0,53.0,46.0,PHX,ONT,325,3.0,15.0,0,N,0,3.0,0.0,7.0,0.0,43.0
1451,2008,1,3,4,1022.0,1000,1038.0,1020,WN,616,N495WN,76.0,80.0,53.0,18.0,22.0,PHX,ONT,325,5.0,18.0,0,N,0,13.0,0.0,0.0,0.0,5.0
1452,2008,1,3,4,1121.0,1110,1133.0,1130,WN,876,N212WN,72.0,80.0,53.0,3.0,11.0,PHX,ONT,325,5.0,14.0,0,N,0,,,,,
1453,2008,1,3,4,1743.0,1720,1754.0,1730,WN,966,N345SA,71.0,70.0,58.0,24.0,23.0,PHX,ONT,325,4.0,9.0,0,N,0,0.0,0.0,1.0,0.0,23.0
1454,2008,1,3,4,1915.0,1850,1923.0,1900,WN,1679,N645SW,68.0,70.0,55.0,23.0,25.0,PHX,ONT,325,3.0,10.0,0,N,0,19.0,0.0,0.0,0.0,4.0
1455,2008,1,3,4,2306.0,2135,2318.0,2145,WN,2369,N739GB,72.0,70.0,57.0,93.0,91.0,PHX,ONT,325,4.0,11.0,0,N,0,12.0,0.0,2.0,0.0,79.0
1457,2008,1,3,4,716.0,700,723.0,715,WN,3422,N684WN,67.0,75.0,54.0,8.0,16.0,PHX,ONT,325,3.0,10.0,0,N,0,,,,,
1458,2008,1,3,4,2105.0,2020,2117.0,2030,WN,3691,N257WN,72.0,70.0,54.0,47.0,45.0,PHX,ONT,325,8.0,10.0,0,N,0,8.0,0.0,2.0,0.0,37.0
1460,2008,1,3,4,842.0,835,1023.0,1040,WN,364,N619SW,161.0,185.0,145.0,-17.0,7.0,PHX,PDX,1009,3.0,13.0,0,N,0,,,,,
1461,2008,1,3,4,1415.0,1345,1547.0,1540,WN,1012,N378SW,152.0,175.0,141.0,7.0,30.0,PHX,PDX,1009,3.0,8.0,0,N,0,,,,,
1462,2008,1,3,4,2101.0,1945,2231.0,2140,WN,1484,N242WN,150.0,175.0,139.0,51.0,76.0,PHX,PDX,1009,3.0,8.0,0,N,0,5.0,0.0,0.0,0.0,46.0
1463,2008,1,3,4,1001.0,940,1613.0,1600,WN,175,N759GS,252.0,260.0,236.0,13.0,21.0,PHX,PHL,2075,4.0,12.0,0,N,0,,,,,
1464,2008,1,3,4,1620.0,1600,2236.0,2220,WN,287,N747SA,256.0,260.0,235.0,16.0,20.0,PHX,PHL,2075,6.0,15.0,0,N,0,14.0,0.0,0.0,0.0,2.0
1465,2008,1,3,4,1322.0,1310,1912.0,1905,WN,3657,N260WN,230.0,235.0,207.0,7.0,12.0,PHX,PIT,1813,6.0,17.0,0,N,0,,,,,
1468,2008,1,3,4,2243.0,2120,2325.0,2210,WN,489,N279WN,102.0,110.0,86.0,75.0,83.0,PHX,RNO,601,4.0,12.0,0,N,0,5.0,0.0,0.0,0.0,70.0
1469,2008,1,3,4,1444.0,1430,1536.0,1520,WN,736,N342SW,112.0,110.0,87.0,16.0,14.0,PHX,RNO,601,4.0,21.0,0,N,0,14.0,0.0,2.0,0.0,0.0
1470,2008,1,3,4,1031.0,1020,1117.0,1115,WN,1144,N684WN,106.0,115.0,87.0,2.0,11.0,PHX,RNO,601,4.0,15.0,0,N,0,,,,,
1471,2008,1,3,4,1418.0,1405,1427.0,1410,WN,123,N287WN,69.0,65.0,51.0,17.0,13.0,PHX,SAN,304,9.0,9.0,0,N,0,4.0,0.0,4.0,0.0,9.0
1472,2008,1,3,4,2301.0,2120,2314.0,2125,WN,242,N797MX,73.0,65.0,58.0,109.0,101.0,PHX,SAN,304,3.0,12.0,0,N,0,3.0,0.0,8.0,0.0,98.0
1473,2008,1,3,4,2143.0,2045,2143.0,2050,WN,381,N398SW,60.0,65.0,51.0,53.0,58.0,PHX,SAN,304,4.0,5.0,0,N,0,8.0,0.0,0.0,0.0,45.0
1474,2008,1,3,4,1706.0,1645,1710.0,1650,WN,458,N203WN,64.0,65.0,52.0,20.0,21.0,PHX,SAN,304,3.0,9.0,0,N,0,11.0,0.0,0.0,0.0,9.0
1476,2008,1,3,4,1055.0,1030,1103.0,1045,WN,1010,N744SW,68.0,75.0,54.0,18.0,25.0,PHX,SAN,304,3.0,11.0,0,N,0,18.0,0.0,0.0,0.0,0.0
1477,2008,1,3,4,856.0,845,901.0,855,WN,1069,N630WN,65.0,70.0,53.0,6.0,11.0,PHX,SAN,304,2.0,10.0,0,N,0,,,,,
1479,2008,1,3,4,1809.0,1730,1834.0,1735,WN,1511,N263WN,85.0,65.0,66.0,59.0,39.0,PHX,SAN,304,3.0,16.0,0,N,0,37.0,0.0,20.0,0.0,2.0
1481,2008,1,3,4,1800.0,1610,1814.0,1615,WN,1600,N769SW,74.0,65.0,61.0,119.0,110.0,PHX,SAN,304,3.0,10.0,0,N,0,0.0,0.0,9.0,0.0,110.0
1482,2008,1,3,4,809.0,800,811.0,810,WN,1855,N797MX,62.0,70.0,51.0,1.0,9.0,PHX,SAN,304,2.0,9.0,0,N,0,,,,,
1483,2008,1,3,4,1502.0,1455,1514.0,1500,WN,2442,N453WN,72.0,65.0,56.0,14.0,7.0,PHX,SAN,304,3.0,13.0,0,N,0,,,,,
1484,2008,1,3,4,1942.0,1840,1949.0,1845,WN,3839,N421LV,67.0,65.0,57.0,64.0,62.0,PHX,SAN,304,2.0,8.0,0,N,0,0.0,0.0,2.0,0.0,62.0
1485,2008,1,3,4,923.0,910,1222.0,1210,WN,327,N665WN,119.0,120.0,102.0,12.0,13.0,PHX,SAT,843,3.0,14.0,0,N,0,,,,,
1486,2008,1,3,4,2157.0,2025,42.0,2325,WN,796,N428WN,105.0,120.0,97.0,77.0,92.0,PHX,SAT,843,2.0,6.0,0,N,0,33.0,0.0,0.0,0.0,44.0
1487,2008,1,3,4,1701.0,1615,1948.0,1915,WN,2015,N792SW,107.0,120.0,97.0,33.0,46.0,PHX,SAT,843,3.0,7.0,0,N,0,8.0,0.0,0.0,0.0,25.0
1488,2008,1,3,4,1231.0,1200,1527.0,1505,WN,3168,N513SW,116.0,125.0,103.0,22.0,31.0,PHX,SAT,843,2.0,11.0,0,N,0,9.0,0.0,0.0,0.0,13.0
1490,2008,1,3,4,906.0,850,1058.0,1105,WN,754,N250WN,172.0,195.0,156.0,-7.0,16.0,PHX,SEA,1107,5.0,11.0,0,N,0,,,,,
1491,2008,1,3,4,1153.0,1145,1351.0,1400,WN,1481,N227WN,178.0,195.0,150.0,-9.0,8.0,PHX,SEA,1107,5.0,23.0,0,N,0,,,,,
1492,2008,1,3,4,2000.0,1935,2203.0,2145,WN,2361,N348SW,183.0,190.0,159.0,18.0,25.0,PHX,SEA,1107,4.0,20.0,0,N,0,2.0,0.0,0.0,0.0,16.0
1493,2008,1,3,4,2138.0,2115,2233.0,2210,WN,160,N783SW,115.0,115.0,96.0,23.0,23.0,PHX,SJC,621,13.0,6.0,0,N,0,0.0,0.0,2.0,0.0,21.0
1495,2008,1,3,4,1004.0,955,1113.0,1100,WN,502,N359SW,129.0,125.0,109.0,13.0,9.0,PHX,SJC,621,4.0,16.0,0,N,0,,,,,
1496,2008,1,3,4,1544.0,1415,1639.0,1510,WN,2094,N395SW,115.0,115.0,102.0,89.0,89.0,PHX,SJC,621,4.0,9.0,0,N,0,13.0,0.0,0.0,0.0,76.0
1499,2008,1,3,4,1343.0,1315,1506.0,1450,WN,320,N345SA,83.0,95.0,70.0,16.0,28.0,PHX,SLC,507,4.0,9.0,0,N,0,1.0,0.0,0.0,0.0,15.0
1500,2008,1,3,4,1915.0,1845,2042.0,2020,WN,410,N327SW,87.0,95.0,73.0,22.0,30.0,PHX,SLC,507,3.0,11.0,0,N,0,7.0,0.0,0.0,0.0,15.0
1502,2008,1,3,4,2218.0,2120,2342.0,2250,WN,980,N711HK,84.0,90.0,71.0,52.0,58.0,PHX,SLC,507,4.0,9.0,0,N,0,4.0,0.0,0.0,0.0,48.0
1503,2008,1,3,4,1454.0,1425,1622.0,1600,WN,1022,N655WN,88.0,95.0,72.0,22.0,29.0,PHX,SLC,507,3.0,13.0,0,N,0,8.0,0.0,0.0,0.0,14.0
1504,2008,1,3,4,902.0,825,1032.0,1005,WN,1041,N474WN,90.0,100.0,73.0,27.0,37.0,PHX,SLC,507,6.0,11.0,0,N,0,27.0,0.0,0.0,0.0,0.0
1505,2008,1,3,4,1733.0,1655,1904.0,1830,WN,1684,N429WN,91.0,95.0,74.0,34.0,38.0,PHX,SLC,507,9.0,8.0,0,N,0,0.0,0.0,0.0,0.0,34.0
1508,2008,1,3,4,1036.0,1025,1147.0,1135,WN,207,N398SW,131.0,130.0,108.0,12.0,11.0,PHX,SMF,647,6.0,17.0,0,N,0,,,,,
1510,2008,1,3,4,1555.0,1500,1648.0,1600,WN,877,N362SW,113.0,120.0,103.0,48.0,55.0,PHX,SMF,647,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,48.0
1511,2008,1,3,4,2315.0,2135,9.0,2235,WN,1309,N304SW,114.0,120.0,101.0,94.0,100.0,PHX,SMF,647,5.0,8.0,0,N,0,0.0,0.0,0.0,0.0,94.0
1512,2008,1,3,4,1825.0,1810,1924.0,1910,WN,2453,N662SW,119.0,120.0,96.0,14.0,15.0,PHX,SMF,647,4.0,19.0,0,N,0,,,,,
1513,2008,1,3,4,1648.0,1635,1740.0,1735,WN,3941,N480WN,112.0,120.0,98.0,5.0,13.0,PHX,SMF,647,4.0,10.0,0,N,0,,,,,
1514,2008,1,3,4,1148.0,1135,1222.0,1155,WN,259,N270WN,94.0,80.0,58.0,27.0,13.0,PHX,SNA,338,10.0,26.0,0,N,0,4.0,0.0,14.0,0.0,9.0
1518,2008,1,3,4,1546.0,1515,1600.0,1530,WN,1413,N706SW,74.0,75.0,59.0,30.0,31.0,PHX,SNA,338,4.0,11.0,0,N,0,9.0,0.0,0.0,0.0,21.0
1520,2008,1,3,4,1729.0,1720,1740.0,1730,WN,2707,N468WN,71.0,70.0,57.0,10.0,9.0,PHX,SNA,338,4.0,10.0,0,N,0,,,,,
1521,2008,1,3,4,1357.0,1330,1408.0,1345,WN,3501,N732SW,71.0,75.0,57.0,23.0,27.0,PHX,SNA,338,4.0,10.0,0,N,0,4.0,0.0,0.0,0.0,19.0
1523,2008,1,3,4,1711.0,1705,2052.0,2055,WN,868,N389SW,161.0,170.0,147.0,-3.0,6.0,PHX,STL,1262,4.0,10.0,0,N,0,,,,,
1524,2008,1,3,4,1923.0,1905,2258.0,2300,WN,958,N728SW,155.0,175.0,140.0,-2.0,18.0,PHX,STL,1262,6.0,9.0,0,N,0,,,,,
1527,2008,1,3,4,1003.0,945,1551.0,1540,WN,243,N228WN,228.0,235.0,203.0,11.0,18.0,PHX,TPA,1788,13.0,12.0,0,N,0,,,,,
1528,2008,1,3,4,2207.0,2040,59.0,2355,WN,504,N704SW,112.0,135.0,104.0,64.0,87.0,PHX,TUL,935,2.0,6.0,0,N,0,63.0,0.0,0.0,0.0,1.0
1529,2008,1,3,4,1409.0,1355,1711.0,1710,WN,627,N320SW,122.0,135.0,110.0,1.0,14.0,PHX,TUL,935,3.0,9.0,0,N,0,,,,,
1532,2008,1,3,4,1023.0,1005,1117.0,1100,WN,1414,N402WN,54.0,55.0,45.0,17.0,18.0,PIT,BWI,210,3.0,6.0,0,N,0,6.0,0.0,0.0,0.0,11.0
1533,2008,1,3,4,1936.0,1925,2028.0,2020,WN,3657,N260WN,52.0,55.0,40.0,8.0,11.0,PIT,BWI,210,4.0,8.0,0,N,0,,,,,
1534,2008,1,3,4,1710.0,1645,1851.0,1840,WN,94,N715SW,281.0,295.0,268.0,11.0,25.0,PIT,LAS,1910,4.0,9.0,0,N,0,,,,,
1538,2008,1,3,4,2047.0,2010,2259.0,2225,WN,3592,N406WN,132.0,135.0,115.0,34.0,37.0,PIT,MCO,834,3.0,14.0,0,N,0,0.0,0.0,0.0,0.0,34.0
1540,2008,1,3,4,1833.0,1755,1853.0,1830,WN,490,N651SW,80.0,95.0,65.0,23.0,38.0,PIT,MDW,402,6.0,9.0,0,N,0,2.0,0.0,0.0,0.0,21.0
1541,2008,1,3,4,1429.0,1410,1449.0,1435,WN,921,N430WN,80.0,85.0,64.0,14.0,19.0,PIT,MDW,402,5.0,11.0,0,N,0,,,,,
1542,2008,1,3,4,1221.0,1205,1237.0,1235,WN,2361,N348SW,76.0,90.0,63.0,2.0,16.0,PIT,MDW,402,6.0,7.0,0,N,0,,,,,
1543,2008,1,3,4,2117.0,2035,2136.0,2105,WN,3336,N208WN,79.0,90.0,61.0,31.0,42.0,PIT,MDW,402,10.0,8.0,0,N,0,0.0,0.0,0.0,0.0,31.0
1544,2008,1,3,4,909.0,900,930.0,935,WN,3501,N732SW,81.0,95.0,66.0,-5.0,9.0,PIT,MDW,402,5.0,10.0,0,N,0,,,,,
1545,2008,1,3,4,1549.0,1455,1715.0,1610,WN,374,N791SW,86.0,75.0,62.0,65.0,54.0,PIT,PHL,267,7.0,17.0,0,N,0,0.0,0.0,11.0,0.0,54.0
1546,2008,1,3,4,1850.0,1815,1957.0,1950,WN,548,N791SW,67.0,95.0,55.0,7.0,35.0,PIT,PHL,267,5.0,7.0,0,N,0,,,,,
1548,2008,1,3,4,1304.0,1245,1422.0,1355,WN,1236,N614SW,78.0,70.0,53.0,27.0,19.0,PIT,PHL,267,7.0,18.0,0,N,0,0.0,0.0,8.0,0.0,19.0
1552,2008,1,3,4,1358.0,1325,1624.0,1615,WN,458,N203WN,266.0,290.0,251.0,9.0,33.0,PIT,PHX,1813,8.0,7.0,0,N,0,,,,,
1553,2008,1,3,4,1532.0,1500,1739.0,1735,WN,107,N672SW,127.0,155.0,116.0,4.0,32.0,PIT,TPA,873,5.0,6.0,0,N,0,,,,,
1554,2008,1,3,4,1040.0,1015,1157.0,1200,WN,1151,N386SW,137.0,165.0,124.0,-3.0,25.0,PVD,BNA,907,5.0,8.0,0,N,0,,,,,
1556,2008,1,3,4,1646.0,1630,1750.0,1750,WN,421,N746SW,64.0,80.0,52.0,0.0,16.0,PVD,BWI,328,3.0,9.0,0,N,0,,,,,
1557,2008,1,3,4,1118.0,1105,1220.0,1220,WN,983,N223WN,62.0,75.0,50.0,0.0,13.0,PVD,BWI,328,4.0,8.0,0,N,0,,,,,
1558,2008,1,3,4,1747.0,1730,1857.0,1850,WN,1062,N380SW,70.0,80.0,53.0,7.0,17.0,PVD,BWI,328,4.0,13.0,0,N,0,,,,,
1559,2008,1,3,4,1957.0,1925,2102.0,2045,WN,1154,N371SW,65.0,80.0,55.0,17.0,32.0,PVD,BWI,328,3.0,7.0,0,N,0,0.0,0.0,0.0,0.0,17.0
1560,2008,1,3,4,1308.0,1300,1414.0,1415,WN,1161,N705SW,66.0,75.0,56.0,-1.0,8.0,PVD,BWI,328,3.0,7.0,0,N,0,,,,,
1561,2008,1,3,4,648.0,635,805.0,755,WN,2031,N699SW,77.0,80.0,60.0,10.0,13.0,PVD,BWI,328,5.0,12.0,0,N,0,,,,,
1562,2008,1,3,4,1824.0,1815,1938.0,1935,WN,2034,N701GS,74.0,80.0,57.0,3.0,9.0,PVD,BWI,328,4.0,13.0,0,N,0,,,,,
1565,2008,1,3,4,1519.0,1455,1627.0,1610,WN,2795,N266WN,68.0,75.0,56.0,17.0,24.0,PVD,BWI,328,3.0,9.0,0,N,0,6.0,0.0,0.0,0.0,11.0
1567,2008,1,3,4,801.0,740,1048.0,1110,WN,2988,N208WN,167.0,210.0,151.0,-22.0,21.0,PVD,FLL,1188,6.0,10.0,0,N,0,,,,,
1568,2008,1,3,4,747.0,730,1019.0,1040,WN,3423,N298WN,332.0,370.0,318.0,-21.0,17.0,PVD,LAS,2363,5.0,9.0,0,N,0,,,,,
1569,2008,1,3,4,1255.0,1230,1534.0,1540,WN,186,N438WN,159.0,190.0,145.0,-6.0,25.0,PVD,MCO,1073,6.0,8.0,0,N,0,,,,,
1570,2008,1,3,4,801.0,720,1039.0,1030,WN,499,N621SW,158.0,190.0,143.0,9.0,41.0,PVD,MCO,1073,7.0,8.0,0,N,0,,,,,
1571,2008,1,3,4,1711.0,1705,1954.0,2010,WN,1030,N439WN,163.0,185.0,145.0,-16.0,6.0,PVD,MCO,1073,8.0,10.0,0,N,0,,,,,
1572,2008,1,3,4,956.0,945,1231.0,1250,WN,2368,N786SW,155.0,185.0,142.0,-19.0,11.0,PVD,MCO,1073,5.0,8.0,0,N,0,,,,,
1573,2008,1,3,4,2042.0,2030,2325.0,2330,WN,2451,N228WN,163.0,180.0,147.0,-5.0,12.0,PVD,MCO,1073,8.0,8.0,0,N,0,,,,,
1574,2008,1,3,4,1613.0,1545,1857.0,1850,WN,3134,N355SW,164.0,185.0,142.0,7.0,28.0,PVD,MCO,1073,8.0,14.0,0,N,0,,,,,
1575,2008,1,3,4,644.0,630,805.0,810,WN,118,N299WN,141.0,160.0,122.0,-5.0,14.0,PVD,MDW,842,5.0,14.0,0,N,0,,,,,
1576,2008,1,3,4,1054.0,1030,1209.0,1210,WN,299,N718SW,135.0,160.0,123.0,-1.0,24.0,PVD,MDW,842,5.0,7.0,0,N,0,,,,,
1577,2008,1,3,4,1933.0,1925,2103.0,2105,WN,393,N417WN,150.0,160.0,125.0,-2.0,8.0,PVD,MDW,842,18.0,7.0,0,N,0,,,,,
1578,2008,1,3,4,1503.0,1455,1626.0,1635,WN,3841,N280WN,143.0,160.0,124.0,-9.0,8.0,PVD,MDW,842,10.0,9.0,0,N,0,,,,,
1579,2008,1,3,4,833.0,825,932.0,940,WN,723,N648SW,59.0,75.0,49.0,-8.0,8.0,PVD,PHL,238,3.0,7.0,0,N,0,,,,,
1581,2008,1,3,4,1435.0,1340,1537.0,1500,WN,1338,N237WN,62.0,80.0,49.0,37.0,55.0,PVD,PHL,238,5.0,8.0,0,N,0,0.0,0.0,16.0,0.0,21.0
1582,2008,1,3,4,1617.0,1540,1725.0,1710,WN,1410,N614SW,68.0,90.0,55.0,15.0,37.0,PVD,PHL,238,7.0,6.0,0,N,0,5.0,0.0,0.0,0.0,10.0
1583,2008,1,3,4,2021.0,2005,2120.0,2125,WN,2731,N339SW,59.0,80.0,48.0,-5.0,16.0,PVD,PHL,238,4.0,7.0,0,N,0,,,,,
1584,2008,1,3,4,1636.0,1610,2013.0,2005,WN,3061,N447WN,337.0,355.0,324.0,8.0,26.0,PVD,PHX,2277,5.0,8.0,0,N,0,,,,,
1585,2008,1,3,4,705.0,655,950.0,1010,WN,77,N330SW,165.0,195.0,151.0,-20.0,10.0,PVD,TPA,1137,4.0,10.0,0,N,0,,,,,
1586,2008,1,3,4,1358.0,1335,1649.0,1650,WN,3405,N772SW,171.0,195.0,157.0,-1.0,23.0,PVD,TPA,1137,5.0,9.0,0,N,0,,,,,
1587,2008,1,3,4,1901.0,1855,2155.0,2210,WN,3580,N206WN,174.0,195.0,157.0,-15.0,6.0,PVD,TPA,1137,5.0,12.0,0,N,0,,,,,
1588,2008,1,3,4,2056.0,2020,2118.0,2055,WN,312,N604SW,82.0,95.0,69.0,23.0,36.0,RDU,BNA,443,6.0,7.0,0,N,0,0.0,0.0,0.0,0.0,23.0
1591,2008,1,3,4,1324.0,1315,1345.0,1350,WN,2463,N771SA,81.0,95.0,68.0,-5.0,9.0,RDU,BNA,443,6.0,7.0,0,N,0,,,,,
1592,2008,1,3,4,1805.0,1745,1839.0,1820,WN,2821,N218WN,94.0,95.0,70.0,19.0,20.0,RDU,BNA,443,13.0,11.0,0,N,0,8.0,0.0,0.0,0.0,11.0
1594,2008,1,3,4,1739.0,1645,1840.0,1745,WN,269,N325SW,61.0,60.0,45.0,55.0,54.0,RDU,BWI,255,3.0,13.0,0,N,0,0.0,0.0,1.0,0.0,54.0
1596,2008,1,3,4,1536.0,1520,1630.0,1620,WN,1516,N657SW,54.0,60.0,43.0,10.0,16.0,RDU,BWI,255,3.0,8.0,0,N,0,,,,,
1597,2008,1,3,4,1208.0,1200,1306.0,1255,WN,2621,N266WN,58.0,55.0,48.0,11.0,8.0,RDU,BWI,255,4.0,6.0,0,N,0,,,,,
1602,2008,1,3,4,1313.0,1255,1446.0,1440,WN,1414,N402WN,93.0,105.0,80.0,6.0,18.0,RDU,MCO,534,6.0,7.0,0,N,0,,,,,
1603,2008,1,3,4,1858.0,1835,2033.0,2020,WN,3046,N638SW,95.0,105.0,79.0,13.0,23.0,RDU,MCO,534,5.0,11.0,0,N,0,,,,,
1604,2008,1,3,4,1115.0,1050,1249.0,1230,WN,3499,N204WN,94.0,100.0,78.0,19.0,25.0,RDU,MCO,534,7.0,9.0,0,N,0,0.0,0.0,0.0,0.0,19.0
1607,2008,1,3,4,1907.0,1835,2006.0,1940,WN,1076,N411WN,119.0,125.0,103.0,26.0,32.0,RDU,MDW,632,7.0,9.0,0,N,0,2.0,0.0,0.0,0.0,24.0
1608,2008,1,3,4,955.0,940,1100.0,1045,WN,1402,N675AA,125.0,125.0,108.0,15.0,15.0,RDU,MDW,632,8.0,9.0,0,N,0,6.0,0.0,0.0,0.0,9.0
1609,2008,1,3,4,1136.0,1130,1249.0,1245,WN,144,N421LV,73.0,75.0,58.0,4.0,6.0,RDU,PHL,336,6.0,9.0,0,N,0,,,,,
1610,2008,1,3,4,1343.0,1325,1456.0,1440,WN,201,N251WN,73.0,75.0,57.0,16.0,18.0,RDU,PHL,336,9.0,7.0,0,N,0,0.0,0.0,0.0,0.0,16.0
1612,2008,1,3,4,2111.0,2040,2216.0,2155,WN,882,N774SW,65.0,75.0,54.0,21.0,31.0,RDU,PHL,336,4.0,7.0,0,N,0,1.0,0.0,0.0,0.0,20.0
1613,2008,1,3,4,1727.0,1700,1843.0,1825,WN,1502,N656SW,76.0,85.0,60.0,18.0,27.0,RDU,PHL,336,6.0,10.0,0,N,0,3.0,0.0,0.0,0.0,15.0
1615,2008,1,3,4,1024.0,1015,1302.0,1320,WN,221,N269WN,278.0,305.0,265.0,-18.0,9.0,RDU,PHX,1891,6.0,7.0,0,N,0,,,,,
1617,2008,1,3,4,1929.0,1910,2111.0,2100,WN,2634,N448WN,102.0,110.0,86.0,11.0,19.0,RDU,TPA,587,5.0,11.0,0,N,0,,,,,
1618,2008,1,3,4,728.0,625,910.0,820,WN,3266,N698SW,102.0,115.0,87.0,50.0,63.0,RDU,TPA,587,4.0,11.0,0,N,0,50.0,0.0,0.0,0.0,0.0
3502726,2008,6,1,7,1944.0,1900,2114.0,2035,AA,1411,N442AA,150.0,155.0,109.0,39.0,44.0,EWR,ORD,719,6.0,35.0,0,N,0,0.0,0.0,5.0,0.0,34.0
3502728,2008,6,3,2,2020.0,1900,2226.0,2035,AA,1411,N424AA,186.0,155.0,122.0,111.0,80.0,EWR,ORD,719,14.0,50.0,0,N,0,0.0,0.0,105.0,0.0,6.0
3502729,2008,6,4,3,2011.0,1900,2201.0,2035,AA,1411,N441AA,170.0,155.0,107.0,86.0,71.0,EWR,ORD,719,11.0,52.0,0,N,0,0.0,0.0,22.0,0.0,64.0
3502730,2008,6,5,4,2115.0,1900,2305.0,2035,AA,1411,N481AA,170.0,155.0,105.0,150.0,135.0,EWR,ORD,719,8.0,57.0,0,N,0,0.0,0.0,106.0,0.0,44.0
3502731,2008,6,6,5,2128.0,1900,2316.0,2035,AA,1411,N520AA,168.0,155.0,101.0,161.0,148.0,EWR,ORD,719,5.0,62.0,0,N,0,0.0,0.0,124.0,0.0,37.0
3502732,2008,6,7,6,2006.0,1900,2132.0,2035,AA,1411,N576AA,146.0,155.0,121.0,57.0,66.0,EWR,ORD,719,13.0,12.0,0,N,0,0.0,0.0,43.0,0.0,14.0
3502734,2008,6,9,1,2112.0,1900,2248.0,2035,AA,1411,N453AA,156.0,155.0,113.0,133.0,132.0,EWR,ORD,719,5.0,38.0,0,N,0,0.0,0.0,1.0,0.0,132.0
3502735,2008,6,10,2,2220.0,1900,2349.0,2035,AA,1411,N599AA,149.0,155.0,117.0,194.0,200.0,EWR,ORD,719,9.0,23.0,0,N,0,0.0,0.0,174.0,0.0,20.0
3502736,2008,6,11,3,1936.0,1900,2135.0,2035,AA,1411,N4WLAA,179.0,155.0,112.0,60.0,36.0,EWR,ORD,719,23.0,44.0,0,N,0,0.0,0.0,60.0,0.0,0.0
3502737,2008,6,12,4,2026.0,1900,2226.0,2035,AA,1411,N4XSAA,180.0,155.0,112.0,111.0,86.0,EWR,ORD,719,12.0,56.0,0,N,0,0.0,0.0,111.0,0.0,0.0
3502738,2008,6,13,5,2120.0,1900,2254.0,2035,AA,1411,N581AA,154.0,155.0,103.0,139.0,140.0,EWR,ORD,719,2.0,49.0,0,N,0,0.0,0.0,8.0,0.0,131.0
3502740,2008,6,15,7,2020.0,1900,2203.0,2035,AA,1411,N561AA,163.0,155.0,119.0,88.0,80.0,EWR,ORD,719,7.0,37.0,0,N,0,0.0,0.0,16.0,0.0,72.0
3502742,2008,6,17,2,1937.0,1900,2113.0,2035,AA,1411,N507AA,156.0,155.0,110.0,38.0,37.0,EWR,ORD,719,24.0,22.0,0,N,0,0.0,0.0,11.0,0.0,27.0
3502744,2008,6,19,4,2027.0,1900,2201.0,2035,AA,1411,N464AA,154.0,155.0,105.0,86.0,87.0,EWR,ORD,719,12.0,37.0,0,N,0,0.0,0.0,13.0,0.0,73.0
